char	slot	match	score
殃	1	破	0.9682
灞	3	衛	0.9653
糰	3	欄	0.9657
縉	0	縮	0.9690
缙	0	缩	0.9769
衾	1	余	0.9741
訖	0	乾	0.9709
郯	3	燈	0.9525
髅	0	弊	0.9625
尭	1	宪	0.9720
柞	0	梓	0.9741
璿	1	踏	0.9670
蓓	0	倍	0.9636
謚	3	證	0.9775
颊	3	赖	0.9800
骅	1	紫	0.9648
鹬	2	鹤	0.9630
擘	1	壁	0.9762
晗	1	哈	0.9781
漉	0	鹿	0.9718
瑗	0	援	0.9779
菴	1	截	0.9664
謖	2	暖	0.9661
踝	1	課	0.9709
蹇	1	撃	0.9589
饵	0	傾	0.9647
鮒	2	礁	0.9593
鸢	2	统	0.9542
岀	1	出	0.9714
稹	3	積	0.9880
腈	5	膜	0.9725
黻	2	裁	0.9663
嘅	1	噸	0.9665
孪	0	亲	0.9674
庑	0	庚	0.9692
搓	1	拝	0.9699
栾	0	奕	0.9700
涎	0	延	0.9749
蚯	1	虹	0.9694
郤	1	鄧	0.9686
飩	2	蝕	0.9734
晞	1	搖	0.9661
暠	2	嵩	0.9605
烨	2	炸	0.9727
砾	0	碎	0.9674
磾	2	禪	0.9784
腮	0	願	0.9582
诀	0	决	0.9765
轆	6	購	0.9644
釤	1	欽	0.9421
鎘	12	錦	0.9769
鐙	2	鉛	0.9681
骞	1	赛	0.9736
鸕	2	廳	0.9639
麋	4	榎	0.9668
峦	0	密	0.9557
滷	2	澳	0.9653
矾	2	观	0.9657
磴	2	橙	0.9700
莅	0	苻	0.9769
菈	3	惹	0.9654
蜍	3	玲	0.9666
觴	2	渤	0.9639
镖	4	漂	0.9677
飙	4	燈	0.9626
骥	3	縄	0.9639
垛	0	投	0.9654
掳	2	據	0.9652
棻	3	染	0.9713
獼	3	彌	0.9501
疡	1	汤	0.9661
蜚	2	撃	0.9671
跛	0	跋	0.9751
顥	2	顯	0.9708
嚐	1	嘗	0.9587
猗	1	狗	0.9697
糎	2	糖	0.9706
纓	2	綬	0.9694
僮	1	僅	0.9769
匍	0	甸	0.9691
呐	1	纳	0.9622
屓	1	厚	0.9728
沣	1	注	0.9768
濞	3	漳	0.9720
磬	2	聲	0.9768
耘	1	祥	0.9726
舂	1	春	0.9825
荳	0	草	0.9636
莿	0	莉	0.9817
颓	1	额	0.9803
鵙	1	顕	0.9712
亵	2	塚	0.9638
勖	1	助	0.9620
嚣	2	點	0.9598
囍	0	謹	0.9653
孖	1	存	0.9666
獾	0	獲	0.9700
璨	2	樂	0.9727
癢	0	瀑	0.9733
篥	2	鎌	0.9676
綦	0	怎	0.9560
艏	0	舶	0.9716
讥	1	汎	0.9585
焓	5	燈	0.9662
燬	2	礙	0.9712
琇	0	楚	0.9652
痍	1	庚	0.9678
钗	4	淑	0.9612
圜	1	圆	0.9752
嶷	1	擬	0.9656
庖	2	胞	0.9651
庠	0	圧	0.9702
涜	3	淀	0.9621
矧	3	模	0.9724
褥	4	禄	0.9630
逛	1	选	0.9639
鉗	3	錐	0.9755
鑪	1	験	0.9603
頜	1	領	0.9832
嗇	1	简	0.9517
囿	1	団	0.9700
徕	5	侠	0.9793
橈	1	構	0.9723
窿	0	隆	0.9631
蚶	2	坤	0.9741
詬	0	詣	0.9570
阉	1	阔	0.9683
頫	1	惧	0.9652
鬨	1	壤	0.9511
鳖	2	擎	0.9597
鹗	3	覽	0.9527
嶌	1	鳥	0.9604
淬	0	济	0.9690
眙	3	胎	0.9719
籟	0	籍	0.9717
翩	5	麺	0.9667
輦	0	替	0.9666
鈈	2	録	0.9727
铨	1	锋	0.9667
頰	3	頗	0.9821
鵺	3	編	0.9690
乩	0	乱	0.9622
枭	1	棠	0.9705
榘	2	架	0.9744
潦	1	僚	0.9774
瘀	1	察	0.9662
竑	2	宏	0.9676
篳	0	筆	0.9616
邰	3	都	0.9672
鐿	1	鏡	0.9755
靛	3	蘋	0.9680
佾	0	确	0.9564
嘟	4	都	0.9783
宓	3	弦	0.9556
昐	1	扮	0.9645
窜	1	寓	0.9611
藐	1	貌	0.9494
虱	2	風	0.9672
蛊	0	盡	0.9644
蜉	0	授	0.9646
蜗	0	喇	0.9666
覬	2	凱	0.9613
詒	1	谱	0.9647
趴	1	呎	0.9413
醞	2	醒	0.9699
錡	5	舒	0.9725
隽	1	焦	0.9623
骊	1	酬	0.9508
骠	2	聽	0.9587
鮨	1	詣	0.9616
攒	4	赞	0.9659
殡	3	漫	0.9689
竅	0	殼	0.9681
萘	0	索	0.9710
訌	0	証	0.9726
蹙	1	脅	0.9595
酐	3	酢	0.9696
鋯	2	銷	0.9764
鑓	7	鑑	0.9665
髷	1	暫	0.9560
堇	1	董	0.9770
嶝	0	峰	0.9593
牘	6	膜	0.9663
珑	1	誠	0.9619
臚	1	臓	0.9549
飫	0	飯	0.9692
鹑	1	學	0.9635
憊	7	縛	0.9531
擷	4	摘	0.9753
昙	0	层	0.9678
槲	3	概	0.9701
璩	3	據	0.9771
胪	1	肪	0.9720
讞	2	調	0.9560
钌	0	行	0.9665
鰍	3	礙	0.9622
鵞	3	鷲	0.9711
塭	0	垣	0.9695
溆	6	燈	0.9646
萣	4	淀	0.9682
覦	1	艙	0.9531
閼	2	閱	0.9794
饕	1	餐	0.9685
鲈	3	娛	0.9584
啾	1	极	0.9694
塱	2	望	0.9612
崽	0	弾	0.9589
涞	1	狭	0.9703
湫	0	秋	0.9725
溅	2	減	0.9676
绫	3	綾	0.9721
衿	2	冷	0.9601
貔	2	貌	0.9460
鐐	6	舒	0.9721
侂	0	低	0.9653
唭	0	琪	0.9719
娲	1	婚	0.9694
槛	2	棉	0.9717
琏	0	链	0.9715
礒	3	犠	0.9712
藷	0	諸	0.9742
酝	1	転	0.9667
骇	1	刻	0.9622
鼈	2	髄	0.9545
嘢	0	野	0.9606
尴	0	施	0.9572
甾	0	笛	0.9555
銹	8	鉄	0.9648
铢	2	铁	0.9784
锴	4	销	0.9792
顓	2	顕	0.9762
魷	4	銃	0.9459
龈	3	跟	0.9745
佢	0	但	0.9772
咱	2	唱	0.9660
埵	1	理	0.9728
拽	1	捜	0.9759
澂	1	徵	0.9835
炜	1	拆	0.9679
硏	0	研	0.9816
禊	1	豫	0.9720
箫	5	等	0.9692
詁	2	詰	0.9895
诩	1	祠	0.9689
轲	5	嫡	0.9712
郧	1	鄂	0.9670
鰯	2	騎	0.9592
鸻	0	術	0.9692
冏	0	問	0.9669
咥	1	到	0.9630
廝	2	旗	0.9605
懾	2	攝	0.9758
蛰	0	蛮	0.9595
辄	2	輝	0.9645
酣	0	埔	0.9634
錼	5	銃	0.9645
駈	0	腰	0.9573
尓	1	尔	0.9924
毡	0	屯	0.9565
濺	3	戦	0.9649
焖	5	婉	0.9662
痞	1	病	0.9682
蘸	1	醸	0.9615
俨	1	廠	0.9550
弢	0	速	0.9663
晾	3	掠	0.9657
禛	1	禧	0.9803
菽	0	栽	0.9771
謫	1	詞	0.9521
郦	2	酬	0.9506
鄔	2	鄂	0.9650
鸵	1	纪	0.9595
嗩	0	噴	0.9740
淒	1	棲	0.9660
滂	5	淀	0.9681
烫	0	淡	0.9467
熠	1	潛	0.9681
粍	0	耗	0.9767
茘	5	勃	0.9579
衒	2	祿	0.9711
訇	2	詹	0.9579
迩	0	迹	0.9713
郫	7	郡	0.9759
酆	3	鄂	0.9555
锢	1	铜	0.9801
鹳	3	鹤	0.9788
佶	0	估	0.9814
渫	4	浩	0.9678
濘	2	潭	0.9685
癩	1	擴	0.9669
盏	0	產	0.9502
翱	1	翻	0.9702
諳	3	譜	0.9876
迢	1	逗	0.9644
鍇	3	銷	0.9838
顼	2	项	0.9751
骈	0	驶	0.9725
鶚	2	寫	0.9642
珙	1	拱	0.9833
鋺	4	錫	0.9754
雎	3	唯	0.9712
兢	0	競	0.9475
惲	0	揮	0.9730
樅	4	烯	0.9704
氈	0	增	0.9548
玠	1	价	0.9664
痤	2	座	0.9818
籙	0	錄	0.9781
蜈	0	跌	0.9718
贓	5	臟	0.9754
驭	0	叔	0.9703
唧	2	卿	0.9746
朊	0	肌	0.9670
枳	0	积	0.9857
栂	2	梯	0.9728
盯	2	町	0.9741
繽	0	績	0.9814
蓀	0	孫	0.9680
陉	3	座	0.9505
鲛	2	较	0.9659
鹟	3	撥	0.9557
嘶	2	斯	0.9710
昰	0	呈	0.9682
杁	0	伏	0.9708
礽	1	初	0.9696
缎	0	绿	0.9777
诂	1	站	0.9661
赉	1	楼	0.9678
躰	1	味	0.9681
鯓	3	礁	0.9644
仝	0	企	0.9724
呱	1	弧	0.9809
墀	3	塘	0.9779
廍	2	廠	0.9615
悸	5	禄	0.9748
掸	1	推	0.9768
暎	0	嘆	0.9686
樾	3	椒	0.9654
濊	0	滅	0.9640
熨	0	歲	0.9512
玕	1	琪	0.9585
玷	3	措	0.9678
脓	3	脉	0.9740
躅	6	騙	0.9618
鎏	4	缓	0.9551
劻	0	闽	0.9669
啉	1	琳	0.9785
嗤	3	埋	0.9642
媾	0	溝	0.9724
峅	0	岭	0.9583
捶	1	挿	0.9649
瀘	1	爐	0.9784
烁	0	减	0.9693
襷	3	橙	0.9646
邽	0	邦	0.9721
颛	1	顿	0.9720
飭	0	飲	0.9710
鱉	5	驚	0.9690
鴞	7	龍	0.9633
劔	0	劍	0.9704
呋	0	映	0.9701
孿	4	變	0.9604
溱	0	秦	0.9799
牍	0	焼	0.9667
玑	0	切	0.9731
篋	1	礎	0.9514
篝	2	奮	0.9658
诒	1	治	0.9787
鐺	8	鑑	0.9756
搦	4	擇	0.9550
撣	3	禪	0.9813
櫥	0	樹	0.9679
獰	0	獵	0.9723
璁	0	想	0.9665
綑	0	納	0.9754
蛯	2	蛇	0.9686
褂	2	神	0.9672
邡	0	所	0.9597
頽	1	額	0.9845
鷸	0	鶴	0.9695
塽	0	爽	0.9538
瘴	1	潰	0.9722
粂	4	染	0.9667
繃	4	網	0.9606
聃	1	埔	0.9691
蔴	1	煤	0.9771
蕗	7	路	0.9671
贍	4	編	0.9627
鉦	7	鎮	0.9665
钫	3	锁	0.9664
铮	7	锦	0.9796
冇	0	右	0.9774
壅	0	童	0.9609
挛	3	撃	0.9689
沆	2	沉	0.9759
眜	1	昧	0.9919
綰	1	縮	0.9873
緘	1	碱	0.9691
罫	1	署	0.9610
貊	0	貓	0.9617
銛	3	錯	0.9671
阕	0	窗	0.9593
黠	3	點	0.9801
刍	1	急	0.9486
噠	1	運	0.9696
囤	2	围	0.9662
嶂	2	崎	0.9626
紬	2	紳	0.9858
蜆	1	現	0.9592
蟋	7	稜	0.9650
鈇	9	鉄	0.9854
鎵	1	像	0.9710
钚	0	杯	0.9677
阖	2	阔	0.9545
恽	4	挥	0.9659
椁	3	桿	0.9726
潯	3	潭	0.9717
犢	1	噴	0.9728
筥	3	管	0.9648
舔	4	碳	0.9607
蠹	2	囊	0.9702
衕	0	獅	0.9618
觊	0	凯	0.9746
轡	2	繞	0.9607
鏖	1	爆	0.9552
闥	0	闊	0.9704
餞	1	钱	0.9701
倬	3	偉	0.9762
嘜	1	麥	0.9621
嬸	2	婚	0.9700
殞	1	殖	0.9669
渍	6	淀	0.9692
璀	0	摧	0.9841
翕	1	愈	0.9657
詆	2	抵	0.9587
邗	8	郡	0.9673
钳	5	钟	0.9726
镛	1	働	0.9697
馃	4	裸	0.9830
岘	1	则	0.9653
椙	4	桿	0.9801
玘	1	记	0.9667
痫	3	脑	0.9693
笞	3	得	0.9583
茧	0	革	0.9658
豢	3	绕	0.9647
贇	3	贊	0.9813
逑	1	逮	0.9741
钜	5	销	0.9750
铷	3	紳	0.9654
鹀	1	磨	0.9612
乜	0	也	0.9777
寐	4	謀	0.9744
枸	3	拘	0.9793
糀	3	梯	0.9743
罂	0	螢	0.9497
菘	6	棒	0.9725
譁	0	講	0.9859
餛	2	館	0.9784
驄	3	騎	0.9597
僊	1	衡	0.9655
嗪	5	榎	0.9725
坌	2	盆	0.9723
槨	5	都	0.9706
狒	1	沸	0.9705
甪	1	用	0.9690
痣	1	渡	0.9609
眈	1	映	0.9545
筊	1	変	0.9621
缕	3	絞	0.9664
苾	4	弦	0.9623
觎	2	舰	0.9502
谛	2	谱	0.9718
钯	1	银	0.9611
闿	4	闇	0.9588
哼	1	谓	0.9580
埒	0	将	0.9714
巿	0	市	0.9901
惋	6	婉	0.9762
愴	0	搶	0.9752
檣	0	椅	0.9794
烬	1	於	0.9659
琺	1	滨	0.9618
瑷	1	援	0.9710
痲	1	麻	0.9769
蹠	4	艦	0.9613
黌	3	翼	0.9679
刨	0	创	0.9642
膊	1	腰	0.9757
舩	1	訟	0.9723
蟇	3	葛	0.9709
谗	5	烯	0.9756
跏	1	咖	0.9622
鋇	1	鎖	0.9793
髹	0	髮	0.9656
鷉	5	編	0.9576
鷦	1	鶴	0.9661
鸊	4	鹤	0.9737
坯	0	坏	0.9748
慚	2	斬	0.9637
泠	3	冷	0.9892
涣	1	资	0.9667
瓒	4	撥	0.9612
眶	1	距	0.9651
罘	0	眾	0.9600
蟀	3	捧	0.9641
醪	0	聡	0.9582
钷	2	铜	0.9695
锄	0	観	0.9655
閂	2	閉	0.9672
驮	1	跌	0.9659
嫪	0	膠	0.9541
桉	1	桜	0.9839
荽	1	妾	0.9739
蜕	0	说	0.9639
辎	3	辖	0.9680
鍩	13	錦	0.9747
鳝	2	鲜	0.9658
鴟	2	鴉	0.9664
喱	0	厘	0.9606
幄	2	幌	0.9644
廡	1	應	0.9668
焗	0	局	0.9608
玥	1	期	0.9741
窰	3	蜜	0.9680
耜	0	粗	0.9710
艉	6	麺	0.9550
闺	3	閏	0.9670
伕	1	伎	0.9759
傚	2	救	0.9827
儕	0	濟	0.9722
淌	1	滴	0.9685
犛	1	教	0.9696
纭	3	统	0.9659
茁	2	韩	0.9643
衚	1	術	0.9619
讣	0	计	0.9709
躑	1	擲	0.9783
锭	1	链	0.9781
閡	5	闇	0.9599
闌	1	関	0.9768
黥	3	贈	0.9683
鿫	0	囗	0.9176
噻	0	塞	0.9705
媞	4	娛	0.9707
廆	2	庚	0.9725
憔	0	惟	0.9775
懊	3	澳	0.9738
楸	1	秋	0.9744
榧	0	框	0.9793
猕	5	淑	0.9619
脍	0	腺	0.9571
蘅	0	徳	0.9662
迤	1	逸	0.9631
铠	3	错	0.9608
阈	1	國	0.9610
霽	1	震	0.9678
鞦	1	敵	0.9574
颢	2	额	0.9673
鸫	1	純	0.9640
呦	0	拠	0.9602
噓	0	虛	0.9749
娴	0	姻	0.9799
孃	2	壤	0.9732
悴	1	碎	0.9773
憨	0	繋	0.9668
拈	0	括	0.9679
枱	2	桁	0.9658
琿	1	揮	0.9806
畯	0	酸	0.9710
痉	1	疫	0.9764
秭	3	救	0.9735
篱	0	第	0.9682
聋	0	葬	0.9532
苧	1	芒	0.9630
荚	1	芙	0.9801
葷	2	董	0.9693
蔘	1	修	0.9384
蚣	2	訟	0.9649
蹬	1	環	0.9639
鐨	1	鑽	0.9762
顰	4	翼	0.9717
髀	7	購	0.9670
佥	1	含	0.9635
僥	1	傍	0.9622
暄	3	晴	0.9618
朶	0	朵	0.9788
毐	0	毒	0.9612
泷	2	汤	0.9639
洹	2	恒	0.9684
眸	2	賭	0.9697
瞧	4	礁	0.9586
稈	0	程	0.9858
簀	0	賃	0.9746
銫	1	絶	0.9695
镂	3	较	0.9637
韆	0	譲	0.9492
鲟	3	鲜	0.9674
哙	1	吟	0.9766
徇	0	句	0.9622
拣	2	转	0.9706
爨	1	讓	0.9481
癪	4	積	0.9645
皙	0	哲	0.9691
罌	3	醫	0.9634
芡	0	芬	0.9629
蛄	2	帖	0.9627
譞	1	露	0.9691
鋲	8	鎮	0.9708
頷	2	領	0.9745
驩	6	駐	0.9757
鬟	0	籌	0.9424
啮	1	齿	0.9619
嗔	2	噴	0.9831
栻	0	械	0.9589
椹	4	棋	0.9817
氩	0	氫	0.9745
燵	1	焼	0.9668
璣	2	磯	0.9659
葩	2	萌	0.9711
諶	0	謝	0.9658
赘	5	赞	0.9667
遹	1	通	0.9692
鏷	10	鉄	0.9667
鑁	5	錫	0.9720
餮	2	餐	0.9615
鴇	3	鴉	0.9705
黟	2	縫	0.9325
嘿	0	黑	0.9576
孳	0	慈	0.9594
嵜	3	菩	0.9785
泯	0	浪	0.9742
洶	0	沟	0.9697
炆	2	戎	0.9792
猊	2	狼	0.9569
瓠	2	弧	0.9576
睪	0	畢	0.9705
緲	1	紗	0.9641
芫	1	完	0.9790
蒴	4	蘋	0.9647
躉	1	遺	0.9593
阑	3	阔	0.9613
鲷	3	调	0.9699
鷯	2	礎	0.9680
齎	0	齋	0.9628
呜	3	喝	0.9557
哌	0	脈	0.9750
啃	3	唱	0.9706
坷	3	铜	0.9662
慫	4	絞	0.9688
搔	1	溜	0.9682
摶	1	博	0.9734
獭	1	猿	0.9719
禑	2	碑	0.9745
缨	3	繫	0.9591
茯	0	获	0.9685
螭	0	璃	0.9717
襞	4	犠	0.9603
诟	3	減	0.9579
诲	2	悔	0.9760
豨	6	烯	0.9757
賎	2	賊	0.9735
鈑	1	飯	0.9681
鯀	3	綬	0.9648
慊	2	嫌	0.9814
懽	2	權	0.9809
湃	0	拜	0.9704
芗	1	歩	0.9499
薹	2	臺	0.9751
褓	5	裸	0.9784
谪	2	滴	0.9747
逡	1	竣	0.9671
锕	1	獅	0.9595
鞣	5	謀	0.9636
饬	0	饮	0.9663
鶿	0	着	0.9570
囓	0	羅	0.9583
坩	3	坤	0.9775
炁	2	熟	0.9531
绚	1	约	0.9632
蕤	1	裝	0.9634
蛆	2	坦	0.9708
赡	3	赠	0.9532
郓	9	郡	0.9710
鵯	6	鴨	0.9743
齲	1	靜	0.9637
卬	0	印	0.9845
嚈	4	调	0.9659
圉	3	围	0.9836
曺	2	書	0.9731
殮	0	險	0.9682
灃	2	濫	0.9587
牴	3	抵	0.9755
獴	2	猿	0.9706
癣	2	擴	0.9703
诋	0	纸	0.9727
鑥	3	鐘	0.9714
鸨	5	骑	0.9571
倔	0	備	0.9642
凈	1	淨	0.9868
吮	1	吃	0.9550
喹	1	誇	0.9591
坨	3	蛇	0.9707
奂	1	免	0.9668
嶇	0	嗣	0.9550
悝	1	厘	0.9626
楂	1	椅	0.9784
楙	1	杯	0.9751
沩	3	効	0.9715
煨	0	隈	0.9742
罟	3	増	0.9559
胧	0	规	0.9677
葯	0	药	0.9720
蹼	4	撲	0.9759
釹	3	敘	0.9665
銻	2	鋳	0.9785
骯	2	喷	0.9677
鬩	5	闘	0.9585
呻	4	坤	0.9707
嗆	2	艙	0.9697
堉	4	植	0.9696
惫	1	魚	0.9625
愔	0	惜	0.9752
拴	1	捨	0.9674
睁	2	哺	0.9651
糅	4	粹	0.9778
紈	0	紡	0.9602
觞	4	礙	0.9613
詼	0	恢	0.9651
讧	0	订	0.9816
躾	5	撲	0.9750
邠	2	份	0.9616
鬻	2	營	0.9510
僉	2	余	0.9652
埡	3	蹄	0.9637
怂	2	感	0.9366
惮	1	惟	0.9709
毽	4	键	0.9620
汊	0	汉	0.9676
牦	1	耗	0.9732
獐	2	猜	0.9787
琚	0	据	0.9817
砻	1	袭	0.9659
祛	2	祥	0.9776
脣	1	唇	0.9840
荞	0	养	0.9783
藔	0	寮	0.9785
蟜	1	酶	0.9639
釩	7	銀	0.9646
钺	1	诚	0.9727
鵟	4	鷲	0.9694
堝	1	墙	0.9639
愼	1	慎	0.9700
楮	2	椿	0.9807
瞪	4	贈	0.9579
蒽	1	藤	0.9600
蝿	2	聘	0.9716
褌	4	禅	0.9799
谶	2	鑽	0.9635
跗	3	谢	0.9621
蹋	0	踪	0.9683
醌	0	醍	0.9841
仞	0	励	0.9552
剁	0	梨	0.9725
嚙	2	酶	0.9621
妣	1	她	0.9693
姍	1	柵	0.9662
嫣	2	潟	0.9683
櫸	7	棒	0.9788
濉	2	雅	0.9605
璦	0	愛	0.9746
祎	3	神	0.9814
膈	1	願	0.9666
菀	5	蘋	0.9686
蕈	0	曹	0.9664
郛	1	郭	0.9711
醂	2	琳	0.9709
銩	3	録	0.9745
鎭	9	鎮	0.9858
锗	1	储	0.9771
镉	8	锦	0.9709
驁	6	驚	0.9864
乭	4	庇	0.9483
嘏	1	暇	0.9851
帙	1	快	0.9668
慤	2	懸	0.9642
榫	2	椎	0.9822
淼	3	樂	0.9624
肼	0	拥	0.9531
蛀	2	琪	0.9604
蝣	2	城	0.9708
逋	2	連	0.9832
鍆	1	鋼	0.9776
隰	0	隐	0.9668
騾	4	縄	0.9667
鲧	1	縣	0.9687
鲱	4	鲜	0.9630
哋	3	幌	0.9534
喔	3	握	0.9672
孑	0	子	0.9505
幗	2	幅	0.9577
惘	0	憎	0.9619
撩	5	棋	0.9756
殁	0	殘	0.9621
瞽	2	督	0.9806
缭	1	錄	0.9697
胝	0	瓶	0.9613
蔺	3	禮	0.9653
赃	0	坝	0.9573
釙	5	針	0.9619
鏵	14	錦	0.9691
鱸	7	駒	0.9411
鲫	3	卿	0.9695
岙	0	香	0.9743
彘	7	婦	0.9617
愫	4	據	0.9692
晧	3	酷	0.9772
栉	1	柿	0.9790
浈	7	淀	0.9682
琤	1	稱	0.9609
盥	1	監	0.9551
簋	0	整	0.9491
糺	0	乳	0.9476
蓁	1	秦	0.9678
轧	0	扎	0.9734
鞜	15	錦	0.9689
馍	4	模	0.9718
鳕	0	蹈	0.9647
剡	1	恢	0.9565
吽	4	酢	0.9625
啲	1	喉	0.9614
嘸	0	無	0.9615
擧	0	舉	0.9803
暘	4	喝	0.9698
淸	1	清	0.9802
燔	2	潘	0.9763
珏	3	琪	0.9681
硐	4	铜	0.9756
窕	0	跳	0.9550
籔	0	徴	0.9617
蘄	5	摘	0.9595
詧	3	督	0.9564
鄄	10	郡	0.9627
韞	0	臨	0.9727
崆	0	剖	0.9611
廩	3	度	0.9595
杙	0	札	0.9556
椚	0	柯	0.9714
汹	0	凶	0.9713
灏	1	瀧	0.9696
犒	1	搞	0.9813
籀	1	籍	0.9764
耨	6	榎	0.9732
萢	0	淘	0.9614
衎	0	衔	0.9765
赭	0	酵	0.9656
郇	1	廊	0.9663
醗	2	醸	0.9602
噲	0	喻	0.9677
夤	2	質	0.9562
嬋	3	輝	0.9706
梃	0	梭	0.9727
焱	2	炎	0.9633
熈	1	熙	0.9652
眨	3	賊	0.9514
粄	0	板	0.9886
縝	1	績	0.9861
耙	0	頼	0.9702
脲	1	腺	0.9660
膦	2	勝	0.9798
苎	2	芒	0.9670
虬	4	蛇	0.9626
蚋	3	栖	0.9667
蚝	4	琪	0.9696
鈸	11	鉄	0.9762
铈	1	饰	0.9798
冽	0	列	0.9741
廨	2	庵	0.9688
炕	0	炉	0.9783
筌	0	挙	0.9682
縈	4	繫	0.9625
绊	0	纬	0.9695
裱	8	稜	0.9762
觜	0	嘴	0.9635
谑	2	慎	0.9680
贽	0	势	0.9738
鈁	3	鋳	0.9704
鬢	0	賞	0.9538
鹮	3	顯	0.9569
嗶	2	睡	0.9664
嚳	2	學	0.9706
堑	0	暂	0.9693
崃	0	峡	0.9807
擰	1	撰	0.9756
犊	2	換	0.9737
皰	0	飽	0.9658
箓	2	浮	0.9606
箝	0	箱	0.9645
荪	0	孙	0.9703
酘	1	般	0.9720
鐫	16	錦	0.9778
钤	3	涂	0.9645
铑	0	净	0.9749
䓬	1	草	0.9716
仃	0	们	0.9628
勱	1	勒	0.9736
忤	4	许	0.9750
搪	4	塘	0.9842
撬	5	犠	0.9598
暧	3	暖	0.9922
榖	0	穀	0.9957
樛	0	穆	0.9509
渌	3	祿	0.9784
犽	1	猴	0.9695
痂	0	伽	0.9718
碭	2	碍	0.9751
磕	0	硫	0.9502
苜	0	首	0.9761
蒞	1	苻	0.9656
貉	2	絡	0.9612
铰	4	较	0.9838
骧	3	壤	0.9641
鱂	1	騰	0.9556
淙	3	淳	0.9753
湜	2	涅	0.9697
炘	1	炉	0.9774
獬	2	灘	0.9658
睜	3	睡	0.9564
笄	1	筑	0.9712
胳	3	膝	0.9648
郾	0	鄭	0.9663
鍶	9	鑑	0.9750
鎶	10	鑑	0.9733
钐	0	髟	0.9670
仟	1	任	0.9821
嚟	1	黎	0.9737
狎	0	猫	0.9667
砭	0	泛	0.9656
稞	6	裸	0.9862
絀	3	綿	0.9720
羂	4	顯	0.9676
舳	1	舶	0.9798
蓿	2	禧	0.9780
踴	2	腰	0.9759
蹉	2	毀	0.9604
辇	1	替	0.9629
逹	0	莲	0.9809
遑	1	遣	0.9789
铣	3	铁	0.9740
闼	4	脑	0.9607
鹞	11	鑑	0.9627
黝	0	勳	0.9564
鼹	2	讓	0.9592
兪	2	命	0.9738
崚	1	峻	0.9754
嵙	1	莉	0.9695
愨	3	懸	0.9689
椛	6	棋	0.9754
橱	1	極	0.9637
烝	0	潔	0.9652
瑈	3	珠	0.9714
疝	2	症	0.9636
秆	4	杆	0.9801
苕	2	萬	0.9650
诘	1	话	0.9762
貅	1	彬	0.9486
趵	1	的	0.9700
蹺	2	曉	0.9763
鄜	0	哪	0.9657
鄠	4	鄂	0.9756
鈀	8	銀	0.9571
铍	2	破	0.9759
阊	6	闇	0.9683
阯	0	陆	0.9357
驷	4	卿	0.9631
鼩	8	駒	0.9571
刳	0	判	0.9630
囱	0	図	0.9618
尅	1	魁	0.9614
愾	0	氣	0.9704
燄	0	織	0.9614
腴	1	腿	0.9647
诙	2	恢	0.9727
貍	1	貓	0.9503
贰	2	武	0.9461
郞	0	郎	0.9853
鲠	1	硬	0.9712
鳟	2	噂	0.9726
鷂	0	籠	0.9617
垟	5	琪	0.9709
憺	3	擔	0.9583
搐	5	禅	0.9674
炅	0	灵	0.9786
獒	4	獎	0.9781
竦	1	辣	0.9792
箜	1	堡	0.9633
篌	0	侯	0.9717
蝨	1	観	0.9576
謾	0	誤	0.9794
讫	1	迄	0.9627
谌	1	诗	0.9721
鉝	6	銃	0.9642
锆	4	错	0.9828
飒	3	观	0.9651
鳔	3	礦	0.9637
鴷	5	鷲	0.9719
佺	0	全	0.9739
傩	1	滩	0.9787
厓	0	崖	0.9658
厠	0	阿	0.9574
厮	0	原	0.9667
咗	0	佐	0.9554
哦	1	峨	0.9724
圮	2	记	0.9683
孱	0	扉	0.9642
尕	0	奨	0.9591
岖	1	驱	0.9659
廸	3	迪	0.9867
柒	0	柴	0.9799
栴	0	梅	0.9834
泚	1	汕	0.9621
燗	2	祠	0.9630
牂	0	群	0.9689
碛	5	碳	0.9718
羆	0	罷	0.9709
胯	0	脫	0.9625
芊	1	芋	0.9787
荤	1	幸	0.9712
薤	1	墟	0.9600
蝓	3	瑜	0.9778
訐	2	評	0.9732
躪	2	踊	0.9661
醱	3	繊	0.9677
鐡	3	鐵	0.9912
颙	1	颗	0.9684
颪	0	嵐	0.9795
髴	0	寡	0.9527
鰩	5	礙	0.9663
鹈	2	翔	0.9697
儚	2	傍	0.9601
垸	1	境	0.9710
妫	0	动	0.9759
捅	1	捕	0.9787
捡	0	检	0.9744
枞	2	秋	0.9578
椽	3	稼	0.9798
溏	2	涯	0.9793
腩	4	阔	0.9554
臾	0	吳	0.9534
衹	3	祇	0.9952
襁	2	辩	0.9644
郿	11	郡	0.9722
铿	1	择	0.9702
髣	2	髪	0.9567
鴈	1	履	0.9708
鷄	1	織	0.9627
鸱	0	曖	0.9625
俁	0	俣	0.9838
俅	1	依	0.9732
嚏	1	嘆	0.9653
嬗	0	檀	0.9642
惭	0	渐	0.9615
懌	2	慢	0.9676
掐	0	許	0.9722
揍	4	捧	0.9780
斫	0	祈	0.9739
杳	1	杏	0.9856
榑	2	構	0.9802
潺	3	涯	0.9604
瘁	3	療	0.9705
睬	1	採	0.9714
禵	2	樋	0.9776
篦	2	鎖	0.9651
腆	0	融	0.9624
蝌	2	坪	0.9707
